x,y
-5.792826,-9.467837
-59.222782,9.583176
20.502052,-2.2693305
13.571199,28.440079
32.631783,-12.332897
-57.690937,27.799376
-13.885241,-3.0973356
-46.4011,-14.716241
8.5620165,-88.12808
-6.313847,72.16294
-34.372593,-11.255735
71.84349,2.7208452
-0.6753671,-76.848625
-15.155026,12.543636
31.630976,-72.14654
-10.45528,10.415113
-33.3946,-15.441017
17.597586,3.501073
-30.710215,56.487305
25.36087,46.039783
75.860596,-25.480724
53.351433,-50.622326
3.6923625,-39.029537
19.227924,74.13216
-60.73764,-63.430202
-59.129166,21.198608
-41.31065,13.227755
-2.0124187,4.1850924
4.2623634,63.370857
-2.4028823,7.0832496
27.987722,11.135209
-14.170553,-45.21612
-96.63149,-0.219827
-84.19525,17.729088
21.561546,14.977945
-25.7312,33.25267
-25.193802,51.10607
11.028884,-17.963295
-30.65366,14.516207
-56.356472,-29.124641
-37.11048,46.190674
-82.13495,-19.467495
34.922337,-28.997555
35.964794,62.35734
10.968495,-35.54111
28.971758,40.167282
25.991608,-83.342155
61.367527,-4.4738708
19.202505,-17.21656
-59.909893,-37.412697
33.70963,-59.374985
-17.994274,69.968475
-20.44148,33.627567
-24.551434,-20.852814
-18.169666,84.63342
-9.978709,35.40827
-6.9055576,19.438087
-10.3774185,39.071224
20.760118,-29.86312
-42.833527,25.89858
1.1366558,93.87707
-44.429012,-12.064223
-6.1896005,19.723969
-69.55901,20.630102
59.351364,-38.512955
-26.503103,33.67137
26.374096,-11.256575
-43.643616,-53.81541
68.12875,-29.538744
5.348034,-29.630636
15.580192,-26.97558
7.871993,-59.44274
-16.96613,-59.311817
27.81693,-16.146067
22.158875,28.253674
40.871037,25.809511
-42.774727,18.564238
5.265525,-57.12755
6.687527,6.605659
13.641393,56.208492
-11.863241,-28.928604
67.18346,31.709612
31.371578,59.108555
-33.44223,-15.296195
12.19331,29.897182
-13.851013,102.84617
0.6755756,35.614376
-21.352554,-13.238519
0.8808974,16.302444
-3.2484646,72.280266
-84.90883,12.48656
30.451887,-5.2221994
3.7381837,-39.00011
-11.755813,86.03159
-53.038788,-10.679233
70.77833,-32.063267
-33.37099,-47.880363
61.7059,-40.44334
15.457217,-57.342266
-27.503399,14.795513
93.141914,-16.604242
-74.119026,-45.325417
6.1964393,-51.980747
-43.348927,-57.23789
52.99079,-15.236146
-22.340332,-34.226215
-86.43876,-34.07219
28.05177,32.60411
-23.62189,29.201069
-2.1179566,33.12862
-48.991825,13.277124
34.508415,40.429127
26.930677,12.043818
74.620636,-9.960077
29.308273,6.1994576
-12.059588,26.179379
13.872975,36.778263
1.5264889,53.080658
41.87876,37.695114
66.11119,-13.358392
-4.8428516,-47.413883
-25.67596,33.21041
-9.456951,62.66777
38.88477,-44.41433
-30.485113,48.653835
0.28404084,26.777882
74.56812,-36.076084
58.055626,26.037102
-27.63369,54.7061
-44.83507,-2.1981971
41.067245,57.385498
21.476084,-40.802635
12.094503,71.25222
-5.2309747,25.908579
-17.554167,37.07521
-71.46849,-0.61005443
-24.2757,34.709206
-18.335512,35.10644
16.136654,93.22394
31.688026,-15.209088
17.42725,9.319952
-28.361704,88.45808
68.49231,-38.196415
-32.090157,18.468782
17.005491,53.098328
44.11657,5.267736
43.06104,-56.846783
67.75127,36.72629
-12.603309,52.531178
76.95173,-39.658596
33.390064,-11.416833
17.677792,-40.726505
68.78728,-38.578793
-90.02052,-9.9560585
-49.725216,-46.82731
37.373848,26.230362
-66.780975,-8.871983
-34.66992,31.82954
-58.279305,-17.721333
-23.874153,36.79118
79.18995,-3.8935096
11.98462,-15.824679
-43.753384,-42.31202
-83.39361,17.798029
-87.28819,-2.9879646
3.0682368,68.79633
-24.827446,38.467537
-75.04615,-14.890393
52.952045,-15.002692
-9.246346,11.310903
-7.236091,41.130947
65.16313,-31.5944
21.296309,62.90099
-74.63351,34.984245
93.95474,-7.9815784
-43.29656,5.275019
72.04838,-34.236473
79.81295,-3.9758573
34.700726,49.38335
66.41138,2.9250295
-86.43322,-18.494078
61.836205,-29.461748
12.753604,19.365566
21.933458,-31.067173
-59.118843,-7.4937296
6.921381,-8.588975
30.228443,-36.87752
70.30817,71.77708
-49.359104,-51.097553
72.42191,-34.695297
47.757534,68.54553
22.162416,-17.714193
-0.14794406,13.813577
-2.453223,54.756584
-13.494709,41.6288
77.15559,-35.8813
-60.66643,-22.67114
81.39312,-30.159721
-19.58586,55.2927
53.909683,25.846912
-29.86568,28.433363
21.90063,28.28797
87.31536,33.049995
-25.40243,35.271267
68.138725,-37.964333
2.738577,-93.6311
-77.688156,-24.42763
23.931046,46.424675
19.835823,1.6255145
-7.9970984,16.448786
32.195545,38.14291
-46.983326,66.23641
-31.391754,14.813378
-66.48053,-43.75117
46.875923,-41.14384
28.672838,-10.29108
31.990803,11.172618
39.847607,88.39107
5.4016166,21.867256
-17.681055,-4.3296156
75.8127,-25.45887
-66.47544,-43.44474
-78.049614,-24.677704
-34.40166,-11.478166
-68.24192,20.020592
-29.211782,16.202057
-14.414627,-49.097515
-78.082535,11.677397
18.405838,18.379133
41.576504,25.832928
-20.506517,-21.826862
39.156994,-25.059612
-20.648495,46.972107
41.349266,-1.1592374
19.029438,69.35121
-9.8256855,-43.325825
27.366077,12.428647
-22.865618,7.4473166
28.513279,73.92556
30.60357,64.75921
56.35015,38.252735
-63.5703,-41.761124
-23.445995,34.88818
50.657276,40.995308
-7.9417753,67.4336
60.814426,-0.7404837
-24.724138,-38.02432
35.501835,45.61136
48.784428,-56.479782
20.7714,14.008896
29.626108,-21.369823
-33.358826,18.029022
7.6439867,55.158947
46.878307,-41.14075
61.238434,59.26646
66.73197,-27.38757
30.2926,12.520125
-19.257618,-69.76039
21.989939,58.5536
66.85413,-34.21751
30.01826,75.78758
-17.03875,-25.606703
32.599545,42.922565
-43.057606,-10.489133
43.0817,12.433159
49.041573,-16.275848
-39.932343,-44.671837
-19.041346,89.270615
-12.3501215,75.200485
3.002664,48.382305
78.13026,17.731474
-46.215904,-38.214077
-13.251576,69.81261
35.292988,34.186756
31.634382,38.237843
44.497345,15.5523815
12.456949,63.283016
-27.588734,21.913866
-45.366642,48.57915
-57.014263,3.0726595
-74.142136,21.202187
-6.0939045,61.93795
30.645279,49.296143
45.86945,-48.676453
48.156685,-62.11238
32.000816,-4.602371
96.36126,-15.651752
-60.29264,15.4449005
-1.4029578,55.79358
-67.71396,-34.391167
-38.510933,-1.4056251
-29.077133,16.277357
-55.62671,-57.66452
-53.954224,48.455387
25.416748,7.367815
29.381151,6.0174384
5.7294097,-48.89328
3.008636,-93.800674
7.3192673,55.1166
1.6563076,-6.531893
-10.074679,0.910684
44.775436,23.529963
-27.342888,-43.82384
77.46953,31.908327
64.248375,52.62012
-78.37311,-2.4367952
55.504696,53.01333
-6.0556326,73.31885
44.615738,-26.77065
11.163703,5.613029
-9.37029,38.896786
-23.262918,18.25833
-30.990078,14.351912
-46.632996,-38.27224
-6.1821465,-61.39733
-81.83044,-19.674606
-39.631924,-32.950573
-25.476309,-34.50341
-38.932022,-28.943396
-43.227837,4.950525
-68.96492,-43.023663
31.672174,-74.29219
9.498474,-37.88462
-50.91722,65.25056
-1.5467868,-34.053493
-79.83795,-34.45153
-79.56994,19.514524
70.95813,3.5427568
11.938083,27.953804
-35.71142,-5.6755323
1.9799799,-24.185564
49.904934,64.6181
-2.7082548,75.434494
38.53591,8.82663
42.495605,22.662489
-43.687065,6.808096
53.747368,3.4274185
18.10572,5.1071277
5.766199,-48.67976
-11.295186,23.24902
24.183933,-48.15928
-17.061846,73.083015
39.523666,41.4233
4.117345,63.39417
78.591774,-34.523426
12.326802,63.480064
81.57857,-17.674955
-14.156551,-48.92761
-45.573853,30.149256
-34.65232,31.788025
-69.46611,-42.829407
-69.29778,-56.427517
-18.79116,-8.23524
60.774845,-65.330536
77.250206,-42.650234
-26.303736,-12.317334
-20.601452,22.167706
-33.42625,-78.68027
-58.50845,-11.090942
-20.139896,-10.76823
84.8447,-18.295137
-11.47505,85.930145
26.609928,57.528164
-50.06982,62.8848
-42.824387,-25.787514
62.91123,65.29004
4.0551867,-43.224594
-31.728468,-10.453834
-38.91221,-14.418126
13.082272,81.77249
67.66171,73.904366
72.86974,57.758057
12.649646,-47.24963
56.971962,19.758339
44.683125,65.19568
-38.438065,19.944174
-65.23362,47.21043
-78.3548,-2.46286
30.021349,2.0210369
-26.44197,4.772597
4.7516904,8.438206
-25.333748,51.954742
77.50631,-43.37424
76.88268,-42.584568
-42.927387,-70.57372
28.178347,15.761751
27.461466,2.8740885
25.805912,80.08027
-48.67029,18.36976
-64.478676,57.585056
44.77581,-49.233208
30.981392,-60.0229
12.6855955,-35.147327
-1.7219338,61.043324
-1.1354768,-76.412544
1.8945625,23.659466
64.894325,44.346573
-35.24264,-33.519047
-21.633282,-7.713873
23.140413,49.70671
-10.383138,-33.198494
50.529194,-55.590878
-19.092852,-46.355732
57.99738,4.2933693
-39.655205,75.67141
59.254395,3.2208087
39.748642,2.7474813
-41.89184,-11.924028
-9.9864235,73.103615
-14.606282,-25.637794
-36.367477,15.234819
20.80486,36.866344
69.150734,-42.308502
59.16853,-58.51237
14.261152,46.270653
-15.5678005,-38.36392
-4.3410063,-43.08436
-21.12534,91.821815
-0.93264073,-13.152777
48.256348,17.261648
18.802542,20.252666
-13.851919,102.8454
-13.02937,-83.02773
-13.849533,102.84621
74.17419,-0.6629906
-51.501892,24.756178
-20.818733,12.470995
42.98829,38.785366
-6.0656185,19.80206
59.546844,-10.447325
-92.43162,16.552433
-70.13105,-18.106304
6.0516887,-87.23935
25.011965,-55.168476
-71.637566,19.830873
17.738708,-11.151364
-47.573418,10.347344
16.855978,-55.111008
-26.568918,-63.607666
21.54082,-51.10153
-66.748405,27.813185
53.495052,-66.90606
-31.007812,-28.5213
52.155773,-20.211283
-19.363031,86.588
87.74428,21.932343
-8.2169485,-69.57242
-9.546988,64.28338
-19.836123,27.944601
-9.349453,77.16079
-45.43295,5.234756
-17.440838,19.935278
-11.8433695,4.88553
6.7480397,28.803766
-31.774378,13.386736
-54.40726,61.839256
-80.166336,-2.2825515
37.87365,-12.01928
16.745926,-6.854039
50.630657,-4.9958477
-23.082663,-22.123398
58.705624,59.16378
-51.9148,-39.34118
67.90666,20.424505
19.480194,36.88971
-7.865217,64.79582
-23.151747,-21.871113
5.5725656,-29.607342
-2.9137323,46.981377
-32.44097,-82.07959
-42.19398,57.099014
49.31976,-24.429787
-70.52773,-10.789524
-84.5185,0.85257375
41.311882,-52.798283
-74.43822,2.1357105
-36.20781,-6.0420527
38.875885,58.47665
19.334217,-3.3048973
7.7419553,-86.85483
50.37484,16.258123
63.298912,-43.04193
83.219345,-15.330454
54.233887,38.598743
-66.92904,-20.959902
69.55301,-42.825897
-37.537525,61.429073
-23.994291,51.44098
-30.428656,-54.62461
46.221405,-79.21687
50.912006,-46.995037
-19.64101,-8.999935
-13.492126,15.310241
-80.50911,18.690159
-8.281691,-69.839615
13.980922,55.803967
73.76662,25.543085
-23.985071,88.63187
32.089836,-2.4276528
32.134674,93.63957
34.22098,28.836185
44.929634,5.332349
-5.1151524,-48.203518
11.184486,-0.9681782
7.0522447,-8.500203
-19.266272,36.212162
-30.589655,-40.56286
8.414183,-52.94989
-77.84802,22.643204
-5.5768867,26.040047
43.232693,55.460037
9.8678665,24.539389
-61.387165,-27.82806
75.93954,42.910336
11.311915,28.002186
-22.591948,60.05494
36.47729,-3.2962544
7.216803,44.963795
-68.17048,20.057978
-67.70627,-15.549708
-40.82045,-13.63191
41.48229,25.424938
12.450429,70.38827
-27.44521,69.90607
-17.493437,26.137407
59.910927,-63.4345
5.1942225,79.27726
-34.523205,-30.08502
25.798996,80.07225
-13.847518,102.84578
-36.69614,59.93215
-16.760004,69.255035
-14.466864,69.69455
-18.539845,-47.56312
-1.8174926,-2.3375158
11.420548,-25.65744
29.880032,-19.371935
-9.350039,62.84542
-30.696077,48.609882
57.760643,-50.386044
-11.541999,56.87026
84.37641,-16.866825
-70.376236,-42.429607
-2.5660858,-40.94016
-53.341797,-38.717564
67.26533,73.84091
-27.912584,20.768713
4.4353228,52.40542
40.48952,16.8597
6.7356286,39.775753
76.398094,-25.256046
-81.96913,2.534281
41.77744,26.482594
32.204178,-5.3142247
81.26145,7.2329016
-74.509415,31.909721
54.01017,-34.451473
8.38019,-97.19041
-5.4016128,3.4372833
-14.244298,9.054972
8.640445,-73.983925
-5.226554,25.642794
44.82296,-80.6109
31.849773,14.15394
-0.7108572,0.43206382
39.05268,26.606861
39.80677,-35.358047
-77.92516,-5.0473404
25.10813,45.99222
57.346245,51.96337
0.4752395,18.334888
48.64613,-63.397125
-20.63536,3.5170474
-9.588457,-34.127197
27.139017,70.707436
13.913509,10.239094
-31.314114,-88.517525
-83.03965,-51.210083
39.192234,26.193577
-26.89998,69.979645
-1.0448453,-95.681206
-55.465534,-31.750757
-53.921562,-53.850574
44.68197,46.801525
-26.875084,69.9842
17.959444,-39.641804
13.323317,-77.08905
60.91153,-65.08884
36.58824,-3.2640603
-55.05236,0.17771465
61.77251,37.810596
16.408997,-1.7329003
-70.44617,-10.902963
67.80494,20.563272
22.833424,6.810204
53.222668,72.50479
-16.707676,2.309096
-25.919737,-44.13748
-60.912445,69.41439
-37.061546,46.2668
-63.73706,56.022163
5.6143575,-70.12857
35.114777,18.155592
-48.853493,-34.595802
-42.10843,-59.746395
-21.328001,-25.530592
52.381954,30.010366
10.422558,75.93486
-70.200836,-6.057393
-53.903023,-53.647953
-61.27172,-63.528885
26.276026,-4.603936
-13.848589,102.84663
42.673023,39.76727
-2.7909877,14.023856
-15.171912,69.771774
-2.598541,-66.974625
15.420047,9.895517
56.413334,-0.030278206
-30.420744,-56.627613
-23.225292,38.81699
-16.980442,-59.617046
74.28253,24.581253
50.16185,-31.786535
66.53119,44.935654
59.21955,-56.174953
32.144226,-6.9915047
-47.537872,0.7269673
53.34714,-19.422056
-8.18173,-62.60466
-6.8917675,-72.93355
-49.15682,-44.715298
-40.922165,31.68794
-58.223946,-68.85684
-17.692623,-13.580808
-25.2274,94.69493
8.214268,-50.46467
-42.13673,-11.664799
66.530594,-2.3414543
13.883623,46.63005
-4.5073867,-36.906406
2.4709346,-92.369896
62.854637,-11.385532
13.893126,9.803087
96.13884,-17.333559
-7.80285,-91.76946
-50.088364,-57.603268
25.296906,-17.767246
3.7611089,22.675192
-80.93209,-26.896303
-37.83459,-27.144056
36.99251,19.54103
-11.0698395,-74.32402
30.737593,7.894705
87.96506,-38.7772
48.980618,33.656994
-42.77571,46.36557
-30.066336,-28.962925
61.21499,-19.901894
11.542315,15.379343
-25.166374,53.7907
-73.17692,26.798954
5.611068,-70.13128
38.40534,-12.115683
22.29717,28.699633
36.260384,-52.025173
-25.26144,-39.329803
-13.141187,60.79143
21.371544,16.151865
-6.6657624,-27.810764
15.642127,80.63133
45.078503,15.364894
25.415562,7.459559
27.598272,76.471664
23.286388,61.55713
46.287075,-35.81509
-65.95024,38.2036
-4.5530934,-9.747308
-67.54676,4.0971355
-67.1317,33.35218
-89.407845,4.3662696
96.305435,-17.614666
-9.485383,-47.788803
32.628517,56.403755
1.576632,29.265532
18.00178,-78.15234
38.114693,-7.4075775
-74.53246,35.053806
43.576546,-43.609688
-57.064075,54.37789
-14.276723,19.50262
-38.469185,-17.29044
-26.755684,10.483484
58.952488,48.34393
-27.428814,0.73950857
-72.61287,-49.857548
46.21127,-60.97243
29.981565,64.328705
44.019386,63.51894
27.75009,-11.873923
-28.257925,-25.872509
47.07487,-13.157865
-17.353003,81.834755
64.69129,-15.744731
-43.521805,6.981797
74.62718,-10.081135
-97.31692,7.865518
-53.00971,-39.00996
-88.96893,-17.649895
-22.192709,36.86225
67.008156,27.72686
50.586674,12.833748
-24.545092,40.341805
-45.97957,42.179813
-2.9849672,72.86119
52.46723,-53.26096
-11.715375,85.8936
4.6415324,8.549839
-4.069198,-23.839073
-9.622129,69.92417
-9.943779,-21.170778
48.793026,-13.336845
-59.325256,35.69946
-28.07038,-25.940596
-42.450554,6.417029
-53.43224,39.428474
1.5801312,-89.433655
7.7587743,-67.19381
33.499294,52.410347
31.904785,-49.269207
-9.640906,-25.403023
-69.08674,-24.333101
32.943695,-16.723406
33.909657,-15.981448
29.299911,-75.830345
16.111135,-13.860794
-27.694265,-26.011307
37.168,68.63214
54.737972,-17.1778
-51.68088,-34.231327
42.728218,39.43673
-30.02546,36.70124
30.705688,70.05069
-57.962154,-41.77172
13.036644,2.2610116
17.074493,-57.737984
-16.96675,-56.247208
-31.974022,23.986704
27.186022,12.021944
72.29454,-34.125137
53.702034,-34.4971
-58.013195,-50.779156
6.944392,22.489908
-60.09299,28.542065
-18.90132,-2.5283756
21.792429,50.23231
-70.094666,51.652996
-2.6233835,-51.881275
-18.960377,39.625523
-33.480835,37.621807
51.167843,62.052418
-83.48739,44.801586
-67.43297,-46.88393
70.84244,14.16642
0.93003064,95.61785
50.59522,-31.126741
-13.844939,102.84648
-45.46491,48.541515
20.546185,-16.009705
-25.106907,-39.187057
-15.553181,-59.87851
-33.4292,-29.224335
-17.596203,85.23594
19.072653,-35.983242
-37.31237,-49.044056
38.25746,-12.116554
20.330841,28.584896
62.172234,60.30013
54.601334,-20.15108
47.692413,-52.450005
-13.43709,-72.07372
-17.755842,-54.735355
-18.275509,1.6906627
75.35388,-33.227512
-7.497192,36.215874
-18.627163,-19.705584
30.458529,-36.972534
73.852455,-16.336401
-33.67563,50.270203
-0.86133873,61.547367
4.1260176,23.626036
-37.505466,36.76971
-66.37411,10.77923
-5.7194877,-46.839523
39.783405,49.151886
-7.2599516,-57.68763
-72.81597,-47.339443
43.57088,-44.933147
-67.351105,-14.673257
8.137641,-50.555584
2.1324146,-93.14108
-35.787712,-33.30063
75.5978,-32.949245
-15.78746,4.802944
34.216488,28.848927
-86.88487,35.61603
-23.44068,10.443533
